Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,12,2,17,0,1,1,13,27,10,9,1,0,0,1,0,1,0.20754716981132076,0,0,5,7,5,0.5615894039735099,0,0,5,6,5,0.5492307692307692,0,0.2093023255813954,0.0,0.12417437252311753,1
2,1,1,10,1,1,1,22,27,6,6,0,0,0,1,0,0,0.05660377358490565,0,0,6,7,6,0.609271523178808,0,0,6,6,6,0.6282051282051281,0,0.0,0.7555555555555555,0.5785997357992074,2
1,1,4,5,1,1,1,22,27,10,9,1,0,0,1,0,0,0.05660377358490565,0,0,6,6,4,0.7152317880794702,0,0,6,8,6,0.7336538461538461,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,12,1,3,0,1,1,19,5,1,2,1,0,0,1,0,0,0.2641509433962264,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,0.0,0.7555555555555555,0.5785997357992074,0
1,8,5,12,1,1,1,10,1,6,6,1,0,0,1,0,0,0.018867924528301883,0,0,7,8,7,0.6642384105960265,0,0,8,9,7,0.6792307692307692,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,8,1,14,1,1,1,1,14,9,8,1,0,0,1,0,0,0.037735849056603765,0,0,6,6,6,0.7858719646799117,0,0,6,8,6,0.7153846153846154,0,0.15116279069767458,0.4888888888888888,1.0,1
1,1,1,9,1,1,1,22,28,10,9,1,0,0,1,0,0,0.018867924528301883,0,0,5,10,4,0.6357615894039735,0,0,5,9,4,0.6892307692307692,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,8,1,11,1,1,1,22,27,8,8,0,0,0,1,0,0,0.037735849056603765,0,0,6,8,5,0.6251655629139073,0,0,6,8,5,0.6246153846153846,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,1,1,9,1,1,1,1,14,4,4,0,0,0,1,0,1,0.018867924528301883,0,0,5,5,5,0.7947019867549668,0,0,5,5,5,0.8184615384615384,0,0.5930232558139535,1.0,0.3117569352708058,2
1,8,1,6,1,1,1,23,14,12,12,0,0,0,1,0,0,0.037735849056603765,0,0,5,7,3,0.6357615894039735,0,0,5,7,5,0.7107692307692307,0,0.0,0.7555555555555555,0.5785997357992074,2
1,8,1,15,1,1,1,23,28,10,9,1,0,0,1,0,1,0.018867924528301883,0,0,6,6,6,0.6799116997792495,0,0,6,7,6,0.6615384615384615,0,0.9186046511627907,0.7999999999999999,0.0,2
1,1,3,11,1,1,1,22,27,10,4,1,0,0,1,0,0,0.037735849056603765,0,0,6,12,6,0.6181015452538631,0,0,6,14,3,0.6461538461538461,0,0.0,0.7555555555555555,0.5785997357992074,2
1,1,4,13,1,1,1,22,1,6,5,0,0,0,1,0,0,0.037735849056603765,0,0,7,9,7,0.6443708609271523,0,0,8,8,8,0.7444230769230769,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,1,2,14,1,1,1,13,1,10,4,1,0,0,1,0,0,0.018867924528301883,0,0,6,6,6,0.7328918322295807,0,0,6,11,6,0.7837606837606836,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,1,1,12,1,1,1,3,14,3,9,0,0,0,1,0,0,0.037735849056603765,0,0,7,12,4,0.6596026490066225,0,0,7,11,5,0.6299999999999999,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,1
1,15,1,14,1,14,1,22,1,10,5,0,0,0,1,0,1,0.05660377358490565,0,2,6,9,6,0.6423841059602649,0,2,6,7,6,0.7307692307692307,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,8,1,14,1,1,1,1,14,5,9,1,0,0,1,0,0,0.05660377358490565,0,0,6,8,5,0.7099337748344371,0,0,6,10,4,0.7,0,0.5930232558139535,1.0,0.3117569352708058,1
1,8,1,4,1,1,1,22,27,5,7,0,0,1,1,0,0,0.05660377358490565,0,0,6,8,6,0.7064017660044151,0,0,6,8,5,0.7538461538461538,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,1
1,12,1,17,0,3,1,22,27,10,10,0,0,0,1,0,0,0.22641509433962265,0,10,15,15,11,0.6068633353401567,0,9,13,16,11,0.6216783216783215,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,8,1,16,1,1,1,23,10,8,1,0,0,0,0,0,1,0.05660377358490565,0,0,6,10,4,0.6357615894039735,0,0,6,14,3,0.5384615384615384,0,0.0,0.7555555555555555,0.5785997357992074,0
4,12,1,16,1,1,1,22,1,10,11,0,0,1,0,0,0,0.2641509433962264,0,0,7,8,6,0.6710816777041942,0,0,7,9,5,0.6784615384615383,0,0.15116279069767458,0.4888888888888888,1.0,0
1,8,1,14,1,1,1,13,27,8,5,0,1,0,1,0,0,0.05660377358490565,0,0,6,7,6,0.6710816777041942,0,0,6,9,6,0.7418803418803419,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,8,1,4,1,1,1,23,27,10,10,1,0,0,1,0,0,0.07547169811320753,0,12,18,22,18,0.6298749080206034,1,11,13,13,13,0.6171597633136094,0,0.9186046511627907,0.7999999999999999,0.0,2
1,4,1,8,1,3,1,13,28,10,10,1,0,0,1,0,0,0.1132075471698113,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
1,8,5,5,1,1,1,13,28,6,8,0,0,1,0,0,0,0.07547169811320753,0,0,6,6,4,0.6887417218543046,0,0,6,8,4,0.6246153846153846,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,4,1,12,1,15,1,1,1,10,5,0,0,0,1,0,0,0.13207547169811323,0,4,7,7,7,0.8946073793755911,0,3,8,9,8,0.8477777777777776,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2
1,12,1,3,0,1,1,1,1,5,5,0,0,0,1,0,0,0.18867924528301888,0,0,6,6,6,0.6622516556291391,0,1,6,6,6,0.6641025641025641,0,0.9186046511627907,0.7999999999999999,0.0,2
1,1,1,12,1,1,1,1,27,4,9,0,0,0,1,0,1,0.018867924528301883,0,0,7,9,7,0.6916850625459897,0,0,8,8,8,0.8514423076923077,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,1,3,2,1,1,1,7,1,7,7,1,0,0,0,0,0,0.07547169811320753,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.2093023255813954,0.0,0.12417437252311753,0
1,8,1,8,1,1,1,13,3,4,3,1,0,1,1,0,1,0.037735849056603765,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,0.0,0.7555555555555555,0.5785997357992074,0
1,1,6,12,1,1,1,23,14,8,8,1,0,0,1,0,1,0.037735849056603765,0,0,8,8,7,0.6546073793755912,0,0,8,8,7,0.6653076923076922,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,8,1,6,1,1,1,13,28,32,44,0,0,0,1,0,0,0.018867924528301883,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
1,14,3,12,1,1,1,23,27,7,6,1,0,0,1,0,1,0.018867924528301883,0,0,7,8,5,0.6347019867549669,0,0,7,8,5,0.6450769230769231,0,0.0,0.7555555555555555,0.5785997357992074,1
1,1,2,16,1,1,1,22,27,29,41,1,0,1,1,0,1,0.05660377358490565,0,0,7,7,7,0.7341532639545885,0,0,7,8,7,0.6769230769230768,0,0.15116279069767458,0.4888888888888888,1.0,2
2,1,1,3,0,1,1,1,27,5,8,1,0,0,1,0,0,0.13207547169811323,0,0,6,9,5,0.6887417218543046,0,0,6,6,6,0.7628205128205128,0,0.2093023255813954,0.0,0.12417437252311753,2
1,1,1,5,1,1,1,1,1,2,2,1,0,0,1,0,0,0.05660377358490565,0,0,6,6,6,0.6799116997792495,0,0,6,10,6,0.6012820512820513,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,8,3,9,1,1,1,1,14,6,8,0,0,0,1,0,0,0.05660377358490565,0,0,5,11,4,0.5827814569536424,0,0,5,7,5,0.7107692307692307,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,1
1,1,1,12,1,1,1,13,27,10,10,1,0,0,1,0,1,0.037735849056603765,0,0,8,8,7,0.6546830652790918,0,0,8,8,7,0.6653846153846154,0,0.5930232558139535,1.0,0.3117569352708058,2
1,1,6,12,1,1,1,1,27,10,10,1,0,0,1,0,1,0.018867924528301883,0,0,8,8,7,0.7341532639545885,0,0,8,8,7,0.7461538461538462,0,0.5930232558139535,1.0,0.3117569352708058,2
1,8,2,10,1,3,1,22,27,8,9,1,0,0,1,0,1,0.05660377358490565,0,0,6,6,6,0.6534216335540839,0,0,6,6,6,0.5743589743589743,0,0.2093023255813954,0.0,0.12417437252311753,2
1,8,1,12,1,1,1,22,27,10,9,1,0,0,1,0,0,0.05660377358490565,0,0,7,8,7,0.6806433301797541,0,0,8,10,8,0.7424786324786323,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2
1,8,2,12,1,1,1,13,27,5,8,1,0,0,1,0,1,0.037735849056603765,0,0,7,9,6,0.653774834437086,0,0,8,9,8,0.7010096153846154,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,15,1,6,1,14,1,3,1,3,4,1,0,0,1,0,0,0.037735849056603765,0,0,6,10,5,0.6710816777041942,0,0,6,19,4,0.6326923076923077,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,1
1,1,1,15,1,1,1,3,14,5,6,1,0,0,1,0,0,0.05660377358490565,0,0,6,6,6,0.7328918322295807,0,0,6,6,6,0.673076923076923,0,0.5930232558139535,1.0,0.3117569352708058,2
1,8,2,9,1,1,1,1,28,5,4,1,0,0,1,0,0,0.037735849056603765,0,0,5,15,2,0.5695364238410596,0,0,5,11,2,0.5384615384615384,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0
1,8,5,16,1,1,1,23,28,10,8,1,0,0,1,0,0,0.037735849056603765,0,0,6,11,4,0.7019867549668874,0,0,6,10,4,0.5519230769230768,0,0.2093023255813954,0.0,0.12417437252311753,0
1,8,1,12,1,1,1,23,27,8,6,1,0,0,1,0,1,0.018867924528301883,0,0,8,8,8,0.7274834437086092,0,0,8,8,8,0.7393749999999999,0,0.2093023255813954,0.0,0.12417437252311753,2
1,8,4,5,1,1,1,23,27,10,10,0,0,0,1,0,1,0.1132075471698113,0,0,6,6,6,0.7064017660044151,0,0,6,8,3,0.682051282051282,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
1,1,1,16,1,1,1,13,14,10,9,1,0,0,1,0,0,0.07547169811320753,0,0,6,8,5,0.6357615894039735,0,0,6,9,5,0.5815384615384616,0,0.5930232558139535,1.0,0.3117569352708058,0
1,15,1,3,0,14,1,22,28,7,7,1,0,0,1,0,0,0.1132075471698113,0,5,9,10,9,0.5768947755702722,0,3,8,10,6,0.6102564102564102,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,1,3,12,1,1,1,13,27,10,8,1,0,0,1,0,0,0.037735849056603765,0,0,7,8,7,0.6900662251655629,0,0,8,9,8,0.7436752136752136,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,8,2,15,1,1,1,1,28,6,7,1,0,0,1,0,0,0.018867924528301883,0,0,6,6,6,0.6887417218543046,0,0,6,6,6,0.7628205128205128,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,1,1,15,1,1,1,13,27,10,10,1,1,0,1,0,0,0.037735849056603765,0,0,6,10,5,0.6251655629139073,0,0,6,10,5,0.6461538461538461,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,12,1,12,1,1,1,13,27,10,10,0,0,0,1,0,1,0.15094339622641512,0,0,8,8,7,0.6380321665089878,0,0,8,8,7,0.6484615384615385,0,0.5930232558139535,1.0,0.3117569352708058,2
1,1,2,16,1,1,1,1,28,5,10,1,0,0,1,0,0,0.037735849056603765,0,0,6,9,5,0.6463576158940397,0,0,6,10,4,0.7,0,0.2093023255813954,0.0,0.12417437252311753,1
1,1,1,12,1,1,1,1,14,6,8,0,0,0,1,0,1,0.037735849056603765,0,0,7,8,7,0.6801324503311258,0,0,8,8,8,0.8346153846153845,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,12,1,13,1,1,1,23,28,29,44,0,0,1,1,0,1,0.13207547169811323,0,0,7,13,7,0.5827814569536424,0,0,8,13,7,0.6299999999999999,0,0.5930232558139535,1.0,0.3117569352708058,2
1,1,1,14,1,1,1,22,27,10,8,1,0,0,1,0,1,0.018867924528301883,0,0,6,7,6,0.7152317880794702,0,0,6,9,5,0.7538461538461538,0,0.15116279069767458,0.4888888888888888,1.0,2
1,8,5,10,1,1,1,22,27,8,6,1,0,0,1,0,1,0.037735849056603765,0,0,6,8,6,0.6423841059602649,0,0,6,7,6,0.6846153846153845,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2
1,1,5,12,1,1,1,22,27,10,10,0,0,0,1,0,1,0.018867924528301883,0,0,8,12,7,0.6690633869441818,0,0,8,12,7,0.68,0,0.5930232558139535,1.0,0.3117569352708058,2
1,12,1,17,0,1,1,23,1,10,5,0,0,0,1,0,0,0.18867924528301888,0,0,5,9,3,0.565121412803532,0,0,5,7,4,0.6138461538461538,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,1
1,8,3,10,1,1,1,1,1,5,6,0,0,0,1,0,0,0.037735849056603765,0,0,6,11,5,0.5933774834437086,0,0,6,13,5,0.6246153846153846,0,0.9186046511627907,0.7999999999999999,0.0,2
1,9,1,15,1,1,1,1,1,4,4,0,0,0,1,0,1,0.018867924528301883,0,0,6,6,6,0.6710816777041942,0,0,6,6,6,0.6371794871794871,0,0.5930232558139535,1.0,0.3117569352708058,0
2,12,1,14,1,1,1,22,27,10,1,0,0,1,0,0,0,0.32075471698113206,0,0,6,7,4,0.7152317880794702,0,0,6,6,0,0.0,6,0.5930232558139535,1.0,0.3117569352708058,0
1,1,6,9,1,1,1,22,27,10,10,0,0,0,1,0,0,0.018867924528301883,0,0,5,9,3,0.6181015452538631,0,0,5,15,2,0.5923076923076923,0,0.0,0.7555555555555555,0.5785997357992074,1
1,1,1,9,1,1,1,22,28,5,10,1,0,0,1,0,0,0.018867924528301883,0,0,5,8,2,0.5562913907284768,0,0,5,7,3,0.6641025641025641,0,0.0,0.7555555555555555,0.5785997357992074,1
1,1,3,12,1,1,1,22,28,8,8,1,0,0,1,0,0,0.018867924528301883,0,0,8,8,8,0.7559602649006623,0,0,8,8,8,0.7683173076923077,0,0.2093023255813954,0.0,0.12417437252311753,1
1,1,2,15,1,1,1,23,28,8,8,1,0,1,0,0,0,0.05660377358490565,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.15116279069767458,0.4888888888888888,1.0,0
1,1,1,9,1,1,1,13,27,10,10,1,0,0,1,0,1,0.037735849056603765,0,0,5,8,2,0.5562913907284768,0,0,5,11,3,0.717948717948718,0,0.0,0.7555555555555555,0.5785997357992074,1
1,1,1,10,1,1,1,22,1,4,6,0,0,0,1,0,0,0.07547169811320753,0,0,6,11,5,0.5933774834437086,0,0,6,15,1,0.5384615384615384,0,0.0,0.7555555555555555,0.5785997357992074,1
2,12,1,17,0,3,1,13,14,10,8,0,0,0,1,0,0,0.169811320754717,0,0,5,5,5,0.6357615894039735,0,0,5,6,5,0.7987179487179487,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,14,2,13,1,1,1,1,14,5,4,0,0,0,1,0,0,0.18867924528301888,0,0,7,9,7,0.6478713339640492,0,1,8,10,8,0.7114423076923077,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,1,1,14,1,1,1,1,28,6,2,1,0,0,1,0,0,0.05660377358490565,0,0,5,6,4,0.609271523178808,0,0,5,5,4,0.5788461538461538,0,0.2093023255813954,0.0,0.12417437252311753,2
1,8,1,10,1,1,1,13,1,6,1,1,0,0,1,0,0,0.018867924528301883,0,0,6,8,6,0.8145695364238411,0,0,6,7,6,0.8846153846153845,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2
1,17,1,6,1,16,1,1,1,6,6,1,0,0,0,0,0,0.1132075471698113,0,7,12,19,9,0.7240618101545253,0,4,9,15,6,0.7269230769230769,0,0.15116279069767458,0.4888888888888888,1.0,1
1,12,1,12,1,12,1,1,5,5,4,0,0,0,1,0,0,0.13207547169811323,0,0,8,11,7,0.6683065279091769,0,0,8,11,7,0.6792307692307692,0,0.5930232558139535,1.0,0.3117569352708058,2
1,15,1,10,1,14,1,23,28,7,10,1,0,0,1,0,1,0.037735849056603765,0,3,6,7,5,0.6463576158940397,0,2,6,6,6,0.6192307692307691,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,1,1,15,1,1,1,13,28,4,6,0,0,0,1,0,0,0.037735849056603765,0,0,6,13,4,0.6225165562913907,0,0,6,10,4,0.5923076923076923,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,1,4,10,1,1,1,13,28,10,7,1,0,1,1,0,1,0.037735849056603765,0,0,6,9,5,0.6039735099337749,0,0,6,9,3,0.5384615384615384,0,0.15116279069767458,0.4888888888888888,1.0,1
1,1,1,10,1,1,1,22,14,6,11,0,0,1,1,0,0,0.018867924528301883,0,0,6,10,5,0.5615894039735099,0,0,6,14,2,0.5384615384615384,0,0.0,0.7555555555555555,0.5785997357992074,1
1,16,1,3,0,1,1,1,28,6,8,0,0,0,1,0,0,0.09433962264150941,0,14,16,16,13,0.5787060621497708,0,13,13,13,11,0.6167832167832169,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2
1,14,1,5,1,1,1,1,14,6,11,0,0,0,1,0,0,0.05660377358490565,0,0,6,6,5,0.656953642384106,0,0,6,9,5,0.6676923076923077,0,0.5930232558139535,1.0,0.3117569352708058,2
1,12,1,4,1,1,1,13,14,10,10,0,0,0,1,0,0,0.15094339622641512,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
1,15,1,4,1,14,1,1,3,5,3,0,0,0,1,0,0,0.07547169811320753,0,0,6,6,6,0.8388520971302429,0,0,6,8,6,0.8346153846153845,0,0.9186046511627907,0.7999999999999999,0.0,2
1,1,1,12,1,1,1,13,14,32,44,1,0,0,1,0,0,0.037735849056603765,0,0,7,12,5,0.6251655629139073,0,0,7,9,6,0.6304487179487179,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,1
1,8,4,15,1,1,1,1,14,5,2,1,0,0,1,0,0,0.018867924528301883,0,0,6,7,6,0.6660359508041627,0,0,6,6,6,0.7358974358974358,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,1,3,14,1,1,1,22,27,1,1,1,0,0,1,0,0,0.018867924528301883,0,0,5,7,3,0.6357615894039735,0,0,5,7,4,0.7134615384615384,1,0.0,0.7555555555555555,0.5785997357992074,2
1,8,3,12,1,1,1,3,3,10,8,1,0,0,1,1,0,0.037735849056603765,0,0,7,8,7,0.7079470198675497,0,0,8,9,8,0.7777777777777777,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,1,1,6,1,1,5,3,3,7,7,1,0,0,1,0,1,0.037735849056603765,1,0,5,6,5,0.8158940397350993,0,0,5,5,5,0.8615384615384615,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,8,2,15,1,1,1,22,28,6,6,1,0,1,0,0,0,0.018867924528301883,0,0,6,9,5,0.6463576158940397,0,0,6,9,4,0.6326923076923077,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,16,1,10,1,14,1,23,28,6,8,1,0,0,1,0,1,0.05660377358490565,0,6,11,11,11,0.679108970499699,0,6,11,11,11,0.7293706293706292,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,8,5,12,1,1,1,1,14,5,9,1,0,0,1,0,0,0.037735849056603765,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
1,13,1,12,1,1,1,13,27,6,8,1,0,0,1,0,0,0.20754716981132076,0,12,17,21,17,0.709654932032067,0,11,17,19,17,0.7298704453441296,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2
1,1,1,10,1,1,1,22,1,10,10,1,0,0,1,0,1,0.05660377358490565,0,0,6,8,6,0.7549668874172185,0,0,6,8,6,0.5923076923076923,0,0.5930232558139535,1.0,0.3117569352708058,2
1,13,1,3,0,1,1,22,28,12,8,1,0,0,1,0,0,0.24528301886792453,0,9,11,19,9,0.7122884473877852,1,5,7,7,7,0.7923076923076922,0,0.0,0.7555555555555555,0.5785997357992074,0
1,1,4,12,1,1,1,1,14,10,8,1,0,0,1,0,1,0.037735849056603765,0,0,7,8,7,0.6508987701040682,0,0,8,10,8,0.6320192307692307,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,1,2,5,1,1,1,13,14,4,4,1,0,0,1,0,0,0.09433962264150941,0,0,6,7,6,0.6181015452538631,0,0,6,7,5,0.7107692307692307,0,0.5930232558139535,1.0,0.3117569352708058,2
1,1,1,11,1,1,1,23,28,6,9,1,0,0,1,0,0,0.018867924528301883,0,0,6,8,6,0.6445916114790287,0,0,6,6,6,0.7269230769230769,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,8,1,16,1,1,1,22,27,10,10,1,0,0,1,0,0,0.1132075471698113,0,0,6,11,2,0.5298013245033113,0,0,6,15,2,0.5923076923076923,0,0.0,0.7555555555555555,0.5785997357992074,0
1,8,4,5,1,1,1,1,14,6,8,1,0,0,1,0,0,0.018867924528301883,0,0,6,6,6,0.7417218543046358,0,0,6,6,6,0.8076923076923076,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,1,1,16,1,1,1,22,14,8,8,1,0,0,1,0,0,0.018867924528301883,0,0,6,9,5,0.6269315673289183,0,0,6,6,4,0.6461538461538461,0,0.9186046511627907,0.7999999999999999,0.0,1
2,12,1,15,1,12,1,22,27,1,1,0,0,1,0,1,0,0.6226415094339623,0,0,6,7,1,0.7947019867549668,0,0,5,12,0,0.0,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,1,1,2,1,1,14,3,3,3,6,1,0,0,1,0,1,0.037735849056603765,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,8,2,11,1,1,14,13,28,10,10,1,0,0,1,0,0,0.09433962264150941,1,0,6,7,6,0.5739514348785872,0,0,6,6,6,0.5743589743589743,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,15,1,10,1,14,14,1,1,5,7,0,0,1,1,0,1,0.1132075471698113,1,3,6,7,6,0.6963103122043519,0,2,6,6,6,0.7538461538461538,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,9,4,6,1,1,1,1,1,5,6,0,0,1,0,0,1,0.05660377358490565,0,2,5,8,5,0.7629139072847683,1,0,5,6,5,0.7538461538461538,0,0.5930232558139535,1.0,0.3117569352708058,0
4,12,1,10,1,12,1,22,27,10,11,0,0,0,0,0,0,0.5094339622641508,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0
4,12,1,4,1,12,1,22,27,10,10,0,0,0,1,1,0,0.6037735849056605,0,6,12,17,7,0.6357615894039735,0,3,12,19,9,0.6042735042735041,0,0.9186046511627907,0.7999999999999999,0.0,2
2,14,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,0.5471698113207546,0,6,10,13,9,0.6463576158940397,0,4,10,12,10,0.6892307692307692,0,0.0,0.7555555555555555,0.5785997357992074,2
1,12,1,6,1,14,1,22,27,2,10,1,0,0,0,1,0,0.45283018867924524,0,3,3,3,3,0.6534216335540839,0,2,2,2,2,0.5923076923076923,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
1,8,3,12,1,1,1,23,14,10,9,1,0,0,1,1,0,0.018867924528301883,0,0,7,8,7,0.6271523178807947,0,0,8,9,8,0.6720673076923076,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
3,12,1,17,0,1,1,22,1,10,3,0,0,0,1,1,0,0.490566037735849,0,0,5,5,5,0.6251655629139073,0,0,5,6,5,0.7538461538461538,0,0.2093023255813954,0.0,0.12417437252311753,2
4,12,2,9,1,12,1,22,27,10,8,0,0,1,0,1,0,1.0,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
4,12,1,8,1,12,1,22,28,10,5,0,0,0,1,1,0,0.5849056603773586,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.9186046511627907,0.7999999999999999,0.0,0
2,14,1,4,1,1,1,22,27,10,8,0,0,0,1,1,0,0.45283018867924524,0,18,19,19,19,0.6720111537120949,0,12,13,13,13,0.6668639053254437,0,0.9186046511627907,0.7999999999999999,0.0,2
1,1,1,11,1,1,1,13,14,10,4,0,0,0,1,1,0,0.07547169811320753,0,0,6,8,6,0.6660359508041627,0,0,6,10,4,0.7,0,0.5930232558139535,1.0,0.3117569352708058,1
1,12,1,1,1,1,14,23,27,10,9,0,0,1,0,1,0,0.33962264150943394,1,0,7,18,3,0.5960264900662252,0,0,7,7,0,0.0,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
2,12,1,8,1,12,1,2,1,3,10,1,0,0,1,1,0,0.5094339622641508,0,1,5,13,4,0.7417218543046358,3,1,5,9,4,0.8346153846153845,2,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,1,1,9,1,1,1,3,1,6,6,1,0,1,1,1,0,0.018867924528301883,0,0,5,15,4,0.7064017660044151,0,0,5,6,2,0.7269230769230769,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0
2,1,1,3,0,1,1,22,27,1,1,1,0,0,1,1,0,0.5283018867924527,0,0,6,7,6,0.7240618101545253,0,0,6,6,6,0.7358974358974358,0,0.0,0.7555555555555555,0.5785997357992074,2
1,1,1,11,1,1,1,3,1,3,2,0,0,0,1,1,0,0.05660377358490565,0,0,6,12,3,0.5298013245033113,0,0,6,9,5,0.5815384615384616,0,0.9186046511627907,0.7999999999999999,0.0,1
1,15,1,4,1,14,1,1,28,10,2,1,0,0,1,1,0,0.09433962264150941,0,0,6,12,5,0.6675496688741722,0,0,6,11,6,0.6307692307692306,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,14,1,7,1,1,1,22,28,6,8,0,0,0,1,1,0,0.4150943396226415,0,0,5,10,3,0.9183222958057394,0,0,5,11,1,0.9153846153846154,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0
1,15,1,6,1,14,1,2,2,7,7,0,0,0,0,1,0,0.05660377358490565,0,2,6,10,5,0.6993377483443708,0,1,6,21,3,0.6461538461538461,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,1
2,12,1,9,1,12,1,22,14,10,4,0,0,0,1,1,0,0.6037735849056605,0,0,5,9,3,0.7417218543046358,0,0,5,8,3,0.7358974358974358,0,0.15116279069767458,0.4888888888888888,1.0,0
1,4,1,13,1,4,1,5,5,3,3,1,0,0,1,1,0,0.490566037735849,0,4,4,4,4,0.7350993377483444,0,1,1,1,1,0.673076923076923,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
